intern_id,course_id,event_type,timestamp,value
i2461,c1005,start,2025-07-09T00:00:00,
i2354,c1000,view,2025-03-06T00:00:00,
i2247,c1032,start,2025-08-06T00:00:00,
i2088,c1130,view,2025-06-10T00:00:00,
i2213,c1142,view,2024-05-14T00:00:00,
i2137,c1106,view,2025-04-12T00:00:00,
i2315,c1065,view,2024-02-15T00:00:00,
i2434,c1054,complete,2025-04-10T00:00:00,1.0
i2233,c1098,start,2025-05-23T00:00:00,
i2097,c1136,complete,2024-03-24T00:00:00,1.0
i2386,c1039,complete,2024-07-04T00:00:00,1.0
i2158,c1082,view,2024-04-18T00:00:00,
i2469,c1021,start,2024-06-28T00:00:00,
i2414,c1131,start,2025-08-08T00:00:00,
i2239,c1025,view,2024-06-30T00:00:00,
i2414,c1125,view,2025-09-25T00:00:00,
i2449,c1092,view,2024-09-17T00:00:00,
i2499,c1048,start,2024-06-05T00:00:00,
i2365,c1016,view,2024-08-08T00:00:00,
i2075,c1099,start,2025-07-31T00:00:00,
i2404,c1124,start,2025-09-15T00:00:00,
i2028,c1021,view,2024-03-29T00:00:00,
i2028,c1196,view,2025-06-02T00:00:00,
i2286,c1042,view,2024-01-19T00:00:00,
i2043,c1103,view,2024-05-06T00:00:00,
i2478,c1056,view,2025-05-23T00:00:00,
i2161,c1067,start,2024-09-28T00:00:00,
i2341,c1054,start,2024-07-07T00:00:00,
i2099,c1039,view,2024-02-11T00:00:00,
i2050,c1083,view,2025-04-14T00:00:00,
i2244,c1046,start,2024-09-22T00:00:00,
i2087,c1097,view,2025-08-28T00:00:00,
i2418,c1115,start,2024-12-16T00:00:00,
i2476,c1138,view,2024-08-12T00:00:00,
i2107,c1021,complete,2025-05-02T00:00:00,1.0
i2357,c1173,view,2024-04-17T00:00:00,
i2382,c1002,complete,2025-09-16T00:00:00,1.0
i2214,c1062,view,2024-09-14T00:00:00,
i2463,c1114,view,2025-07-17T00:00:00,
i2443,c1055,start,2024-03-29T00:00:00,
i2441,c1039,view,2024-01-26T00:00:00,
i2040,c1098,view,2024-06-29T00:00:00,
i2207,c1144,complete,2024-10-19T00:00:00,1.0
i2226,c1147,view,2024-05-02T00:00:00,
i2037,c1026,complete,2025-04-05T00:00:00,1.0
i2458,c1185,view,2025-08-10T00:00:00,
i2238,c1145,view,2025-05-08T00:00:00,
i2020,c1043,view,2024-01-16T00:00:00,
i2315,c1020,complete,2024-02-16T00:00:00,1.0
i2332,c1143,view,2024-03-30T00:00:00,
i2193,c1134,start,2024-05-28T00:00:00,
i2171,c1054,view,2025-04-07T00:00:00,
i2478,c1176,view,2025-09-08T00:00:00,
i2382,c1029,view,2024-02-25T00:00:00,
i2087,c1128,view,2024-06-19T00:00:00,
i2205,c1181,start,2024-02-24T00:00:00,
i2133,c1140,view,2025-06-05T00:00:00,
i2230,c1143,start,2024-09-12T00:00:00,
i2389,c1032,start,2025-03-19T00:00:00,
i2406,c1175,view,2024-09-21T00:00:00,
i2084,c1042,start,2024-11-25T00:00:00,
i2359,c1109,view,2024-05-11T00:00:00,
i2012,c1043,view,2024-07-08T00:00:00,
i2021,c1033,view,2024-07-10T00:00:00,
i2032,c1029,complete,2024-07-18T00:00:00,1.0
i2065,c1056,view,2025-08-09T00:00:00,
i2190,c1136,view,2024-03-13T00:00:00,
i2169,c1038,view,2024-11-11T00:00:00,
i2347,c1034,view,2025-06-03T00:00:00,
i2346,c1056,view,2024-08-02T00:00:00,
i2204,c1068,complete,2025-05-03T00:00:00,1.0
i2490,c1102,view,2024-12-24T00:00:00,
i2178,c1064,view,2024-10-18T00:00:00,
i2428,c1150,view,2025-02-21T00:00:00,
i2382,c1074,view,2024-06-20T00:00:00,
i2316,c1171,view,2025-09-25T00:00:00,
i2088,c1155,rating,2024-10-27T00:00:00,3.5218140598642615
i2204,c1065,start,2025-05-16T00:00:00,
i2242,c1010,view,2025-08-07T00:00:00,
i2045,c1029,start,2024-09-04T00:00:00,
i2130,c1039,complete,2024-06-26T00:00:00,1.0
i2352,c1060,view,2024-02-22T00:00:00,
i2282,c1067,view,2024-02-03T00:00:00,
i2372,c1170,view,2024-10-25T00:00:00,
i2023,c1107,view,2024-03-03T00:00:00,
i2242,c1169,view,2025-07-30T00:00:00,
i2057,c1039,view,2024-03-02T00:00:00,
i2499,c1186,view,2025-04-28T00:00:00,
i2480,c1010,view,2024-09-02T00:00:00,
i2346,c1146,view,2024-09-29T00:00:00,
i2013,c1197,view,2025-03-21T00:00:00,
i2021,c1181,view,2024-03-28T00:00:00,
i2089,c1011,complete,2024-09-17T00:00:00,1.0
i2034,c1199,complete,2024-11-13T00:00:00,1.0
i2079,c1148,view,2025-04-17T00:00:00,
i2160,c1180,view,2025-03-17T00:00:00,
i2013,c1164,start,2024-09-05T00:00:00,
i2477,c1157,complete,2025-02-08T00:00:00,1.0
i2040,c1111,view,2025-08-19T00:00:00,
i2283,c1015,start,2024-07-14T00:00:00,
i2359,c1141,view,2024-09-12T00:00:00,
i2088,c1125,view,2025-07-27T00:00:00,
i2419,c1055,view,2024-05-01T00:00:00,
i2392,c1074,view,2025-01-20T00:00:00,
i2449,c1078,view,2024-03-29T00:00:00,
i2462,c1002,start,2024-11-30T00:00:00,
i2204,c1178,view,2025-08-13T00:00:00,
i2195,c1145,view,2024-12-07T00:00:00,
i2213,c1032,start,2025-07-01T00:00:00,
i2031,c1118,view,2025-07-17T00:00:00,
i2123,c1013,view,2025-02-15T00:00:00,
i2211,c1065,start,2024-01-30T00:00:00,
i2047,c1165,view,2024-10-07T00:00:00,
i2388,c1064,view,2024-06-03T00:00:00,
i2211,c1065,complete,2024-02-07T00:00:00,1.0
i2244,c1034,start,2024-05-22T00:00:00,
i2155,c1187,view,2024-07-03T00:00:00,
i2280,c1078,start,2024-04-07T00:00:00,
i2470,c1047,complete,2025-05-08T00:00:00,1.0
i2287,c1051,view,2025-07-08T00:00:00,
i2197,c1001,start,2025-05-14T00:00:00,
i2177,c1149,rating,2025-08-17T00:00:00,3.4142019402531836
i2028,c1038,start,2024-11-05T00:00:00,
i2076,c1091,complete,2025-01-23T00:00:00,1.0
i2206,c1125,start,2025-08-01T00:00:00,
i2410,c1062,view,2024-04-16T00:00:00,
i2216,c1125,view,2024-12-11T00:00:00,
i2167,c1027,complete,2025-04-20T00:00:00,1.0
i2033,c1018,start,2024-11-23T00:00:00,
i2143,c1008,view,2025-06-02T00:00:00,
i2418,c1144,view,2024-02-19T00:00:00,
i2453,c1075,view,2025-06-16T00:00:00,
i2307,c1165,rating,2024-12-31T00:00:00,4.8076643908348276
i2498,c1046,start,2024-03-17T00:00:00,
i2021,c1122,view,2024-08-09T00:00:00,
i2403,c1045,complete,2024-01-07T00:00:00,1.0
i2463,c1008,view,2025-08-24T00:00:00,
i2194,c1103,view,2024-06-11T00:00:00,
i2379,c1165,start,2024-01-04T00:00:00,
i2260,c1146,view,2024-04-10T00:00:00,
i2443,c1171,view,2024-11-29T00:00:00,
i2238,c1176,view,2024-03-03T00:00:00,
i2121,c1012,complete,2025-09-29T00:00:00,1.0
i2190,c1025,view,2024-12-23T00:00:00,
i2479,c1087,view,2025-08-11T00:00:00,
i2078,c1198,view,2024-04-26T00:00:00,
i2417,c1022,view,2024-12-26T00:00:00,
i2284,c1170,view,2024-11-25T00:00:00,
i2093,c1042,view,2024-04-10T00:00:00,
i2378,c1024,view,2024-11-10T00:00:00,
i2127,c1116,view,2025-05-28T00:00:00,
i2011,c1158,view,2025-09-19T00:00:00,
i2034,c1062,start,2024-01-26T00:00:00,
i2307,c1120,view,2025-04-09T00:00:00,
i2149,c1073,rating,2024-02-28T00:00:00,3.755136481767688
i2272,c1007,view,2024-06-17T00:00:00,
i2334,c1174,view,2024-08-18T00:00:00,
i2338,c1012,view,2025-02-11T00:00:00,
i2253,c1060,view,2025-01-05T00:00:00,
